0xB6Ebe9453a42315a54e3184cd59B70A4924c1064,1
0x4c7497B2eF62885b40bcdE3a681bc1FBf9544b1E,3
0x39Ee84beD591E21969F656e342Cc961b1e13Ec09,1
0x96e7CFCB8Fe7F57420B20903966414eBc981959b,1
0xe80dcD9cf43124358AfD59679FB09a08CD9f165f,2
0xFdfC259070C6a88e14E9c16339C467ad6615e163,1
0x25AB9DDA33DD8D2aBD2F1f27654e0565dA54b35b,1
0xE08985122136370DfD579B27162172110BBc550A,3
0x5709630F086E8D545a222C1D69cf64706B1C1F50,2
0x408Ad8Bc978CAA79cf0cEa8eb37d3Dcf9ce682c6,2
0x2752561C4c978E58C1f76Ae2B4f80F1FF0c90ff8,1
0x616A9489287F7d129dBE13dFD43E3476E562C1Ee,2
0xFb6EFfd4528d7e03cC5c53880C15A7bb0C24f1f9,2
0x000000214A258f1Bd45e8a20aD6c462bB2406893,1
0x07A3B3135981AE5494B16726C9a148fe32875d65,3
0xC57998d98E87e4c1f7284DFe58B05658e218EF97,1
0xFD1dF59F5dC242701A85Bd013C5295768bE819A6,2
0x041cA72952bb9749A75535eD9f5af0FF28723D43,3
0xF90eD12963aa853b1966BD0506d70531A9f84007,3
0xBFe5DC3A84d728389Cd132fA7b2b0FD94DC28b07,1
0x41374a2BB3e11A407682478B8dE4235793aD7CC2,3
0xbFCeDD75744B6b6254103819380d005129b1C349,1
0x67eE75827371638321C9EA81DeA27E3370a7Ba0D,1
0x32a40270b54ae88526CCD28255D8a02bd54198fC,3
0xBf842865e423e322541c5c00ed8Ad2B78E4Aa90f,2
0x7c3657c64b0afE6374Fe1152c254350201E6CDE2,3
0xE376486693A1DD8752ecDb541A1e45397Bfb2B96,1
0x88d53924896D5f075823064A7CCc827ECafe856f,3
0xC874B715aD27bC98332F658CfC6eD2A53b9c2d6c,3
0xD3B0bd1B1D169DAEEa4fe6eeE1c3016c6Ac4fBd7,4
0x43f370Ae89039Eff703088aa89523f0c4de4CFe1,1
0x99e5bC755F65d2943578977614391aCE52bB7325,1
0x65D2485a081B1F0C800EBFfd7d194AEc17d7f41C,1
0xB2f660Cb57D0825d1F77D953c7d06b0D66D1375D,1
0x033bFC2FD9B2122A544B60F9B503628d3ACe6F49,3
0x876f7483410Bbb9b3B8B4E91E6cE389370268726,1
0x41030b161eaD5C233EAf86ad22C1A9286E6827c8,0
0x00F09e8589B6D30c475b6230f627e279CF4EB018,5
0xeA13255d7dAd4967CDa3f77951AB91aB2D56a502,3
0x7211354fd2bdaae0da35dba0f0e90edb25cb55a8,0
0x671B39103d6db1161A914C80900C1D9832E2F178,2
0xD617Ab1023b364F0520CaF992c819fF3dF3847e9,1
0xE1C1D2d9A495f97de078E82b9F37908dE53333Bd,2
0xa5E94962F4774a67bD3725C7AB32343f1B992155,1
0xC6392EB5A18bd5deBFC68038b5814194fe8E8fbd,2
0xF1a65D8780F7a15B4e9Ad8197a5c7026Cb35aCfd,2
0x51347D751EA97281f1DDB1A280B5d3657943F3F7,2
0xdbc4526Cd039b56C95133383fd3fE00c5ceBff4f,1
0x55FA75db82C598470527A9A693d5866E41bC15Aa,3
0x4fD412b2752a0149B55798E4Fb7B2320AFFe1Dd3,3
0x73d026953e8eb72e85bC184F02e7bCA329875b7C,0
0x2E37f5eADDA7576C02608f827Ab85Ca642A84543,0
0x4Ab6B33411f35427Ce0224E798A8b3882C43d343,3
0x82f58f4C2868ce1979446FEBcb3D193ffF15D6e4,2
0x5962fA6C0eDC2D3f733865160756E7AE5165c9B5,3
0xA68399A54Ffe3C5b39190131bAe61C8Dc4E0939f,2
0xB815A0037e2a8d42FC8FE428F785B38989C6DE70,2
0x03d5BA7E98E7D43f499D9D25C85335950DC3377c,3
0xBfD92880b09d5DA4Cc153CBe257273fe98202c89,2
0x90932e81561E9F23057e9D06a9Af1aA8BF1F5BC1,1
0x37Fb6aFE23B93979Cf53e4d8cE9D313d2A85FF26,0
0xFD5583E17815B174Beeef3da170e704e233f7052,1
0xE8E5909dAe931d39c0d068D5896DB656ff87D1db,1
0x3e6fc38737ce32376F72070562057e1A14A13094,3
0x6d20c782a51d14F877144B6EC0673A9F55F32c03,1
0xa66DD34Ba225e58D6FF6F204e4A353e5587EfCF3,1
0x7e871df26e835615cc8ded0baf7c8297ed902061,0
0xe8C5a09314b5f883110444a13bC2E6C3B712BA96,1
0xC1e6E0d4eE9E1fDb411216969090E284eB47D28a,1
0x22d1267c9b71086c94CC0cF68D1E73c8F231053e,2
0xcF85b617af87D2062B660102b65B59005f8Da33c,5
0x566C0BD32e1DaA115624228d441e5631f04fc0bB,1
